編號,材料黏度 (cps),形狀,抬升高度(μm),抬升速度(μm/s),等待時間(s),下降速度((μm)/s),面積(mm?),周長(mm),水力直徑(mm),回流（完全是0不完全是1）,荷重元最大值_Fmax,波峰後斜率_Slope,曲線面積_Area
0,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,7699.356000000001,-21640.239999999954,12216.4586
1,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,7985.748,-24520.72000000017,13058.881199999996
2,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,8228.126,-20434.259999999653,13637.1195
3,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,9440.818,-24832.33999999879,15415.274
4,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,9693.45,-28084.65999999962,15538.822999999988
5,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,9709.946,-24460.850000000977,14898.927999999987
6,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,10177.748,-23408.15999999773,16105.851699999996
7,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,10481.512,-27739.13999999736,16663.384000000002
8,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,10711.068,-29379.059999994788,17143.32099999999
9,150,90x45矩形,1500,400,0.5,8000,4034.83,269.6,59.86,1,10309.986,-7897.740000000199,17938.973400000006
10,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,10315.732,-2820.389999999994,15890.879699999998
11,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,10567.14,-8910.989999999945,15242.624499999998
12,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,11353.608,-3251.539999999964,19223.2217
13,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,10960.702,-21248.740000000293,17072.556899999996
14,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,11287.164,-13318.360000000404,18743.97769999999
15,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,11384.252,-9187.669999999744,19282.524599999982
16,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,11460.9,-11399.409999999189,19280.508500000004
17,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,11481.014,-19642.509999997703,19035.962700000007
18,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,11395.312,-19464.799999998915,18809.972100000017
19,150,90x45矩形,1500,700,0.5,8000,4034.83,269.6,59.86,1,11440.854,-23743.630000000736,18707.97630000001
20,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,8248.24,-21322.91999999984,9113.3775
21,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,8758.648,-15824.680000000277,9903.640900000002
22,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,9706.55,-25078.89,12310.682500000006
23,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,9578.646,-23902.819999999807,10649.598500000002
24,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,9664.344,-27092.64999999958,10735.026599999988
25,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,9934.91,-27575.010000000184,10228.002499999991
26,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,10550.492,-27430.109999997847,12009.900200000013
27,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,10617.81,-25863.5200000002,11836.243500000008
28,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,10259.124,-18281.340000000702,12072.15749999998
29,150,90x45矩形,1500,1000,0.5,8000,4034.83,269.6,59.86,1,9806.042,-12269.08000000037,12161.111500000006
30,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,10505.584,-2132.5999999999985,13366.8471
31,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,10756.642,-15724.279999999624,13119.2844
32,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,11548.142,-4044.579999999988,15825.3139
33,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,11587.734,-15740.419999999956,15821.632199999998
34,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,11580.986,-4307.689999999991,16125.396300000011
35,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,11584.706,-6237.590000000242,15927.597700000011
36,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,11665.616,-6694.869999999663,16103.93569999998
37,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,11559.91,-22667.1799999989,15943.296000000018
38,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,11520.088,-18632.5100000004,15179.357599999998
39,150,90x45矩形,1500,400,1.0,8000,4034.83,269.6,59.86,1,11573.934,-15001.330000000433,16090.952300000004
40,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,7675.584,-18044.949999999848,12552.2639
41,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,8066.300000000001,-19900.82000000012,13350.299499999996
42,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,9132.334,-14334.789999999732,15724.614899999997
43,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,9329.28,-16833.069999999283,15842.445500000002
44,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,9321.51,-25917.589999997323,15154.625500000004
45,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,9418.288,-20711.0600000006,15414.049599999991
46,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,9904.21,-22664.33999999749,15301.518500000013
47,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,10365.55,-23460.949999999182,17006.33499999999
48,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,10562.338,-23420.320000001848,17286.788299999993
49,150,90x45矩形,1500,700,1.0,8000,4034.83,269.6,59.86,1,10148.416,-1742.0599999999258,17975.739099999988
50,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,7851.888,-13986.159999999889,9136.9642
51,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,9315.768,-20748.12999999986,11385.112099999998
52,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,9443.448,-17724.430000000517,11545.3103
53,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,9368.682,-23436.12000000087,10828.9782
54,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,9369.082,-21331.230000000523,10595.51499999999
55,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,9844.398,-25156.870000000083,11170.53740000001
56,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,10258.494,-22237.4999999998,11855.260899999992
57,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,10573.726,-26876.779999997158,12439.36570000001
58,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,10125.968,-10143.419999999547,12348.81179999999
59,150,90x45矩形,1500,1000,1.0,8000,4034.83,269.6,59.86,1,9667.788,-4742.819999999753,12811.11499999998
60,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,0,7846.424,-19753.600000000068,7465.052199999999
61,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,1,9420.848,-19609.22000000035,9531.2669
62,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,1,9296.028,-23477.409999999392,8974.8886
63,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,1,9156.164,-23188.590000000917,9028.437000000002
64,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,0,9551.128,-21202.869999999828,8655.620700000005
65,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,0,10013.498,-26244.12999999957,9782.178399999992
66,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,1,10230.034,-25075.440000000253,9820.709299999997
67,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,0,10437.206,-21288.660000001848,10208.336200000018
68,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,0,9972.852,-13547.92999999937,10221.349599999998
69,150,90x45矩形,2000,400,0.5,8000,4034.83,269.6,59.86,0,9484.876,-9367.919999999502,10509.878999999988
80,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,0,7440.362,-632.0799999999949,10664.9445
81,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,1,9282.928000000002,-450.0600000000057,13787.536000000002
82,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,0,9578.866,-318.7700000000028,14211.917400000002
83,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,0,9381.66,-160.43999999999863,13615.115500000002
84,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,0,9172.798,-933.7199999999536,13459.939000000011
85,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,1,9642.386,-447.7699999999949,13620.907400000007
86,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,1,9961.966,-294.19000000001483,14456.066900000009
87,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,1,10239.628,-159.1999999999952,14909.779200000004
88,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,0,10439.53,-64.87999999999505,15226.925
89,150,90x45矩形,2000,1000,0.5,8000,4034.83,269.6,59.86,0,9976.832,2.978579687751784e-13,15366.81640000001
90,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,7549.046,-692.9499999999828,9292.783
91,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,9189.922,-475.1800000000057,11738.987699999996
92,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,9403.144,-231.02999999999028,11720.976899999998
93,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,9497.196,-258.7600000000084,11877.264499999996
94,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,9264.068,-1340.40000000003,12143.763200000005
95,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,9106.952,-192.95999999999864,10826.137500000012
96,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,9766.746,-541.450000000012,12328.5745
97,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,10018.262,-347.8899999999795,12515.282699999992
98,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,10265.600000000002,-92.2699999999972,12893.965
99,150,90x45矩形,2000,400,1.0,8000,4034.83,269.6,59.86,0,10299.434,5.34387988472142e-12,13172.791699999983
110,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,9034.952,-10215.030000000022,9365.185399999997
111,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,9150.708,-8217.689999999995,12161.708600000004
112,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,10183.5,-10908.069999999929,13401.568
113,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,10322.814,-8270.16999999996,13995.3413
114,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,9788.218,-4723.839999999897,12952.684600000011
115,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,9490.35,-6098.980000000044,12102.173999999988
116,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,8643.758,-14297.62999999999,11325.415600000004
117,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,7798.728,-5685.409999999871,9539.27280000001
118,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,7344.078,-3075.019999999975,9257.26359999999
119,150,90x45矩形,2000,1000,1.0,8000,4034.83,269.6,59.86,0,6844.853999999999,-5631.179999999858,8279.051899999982
120,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,10567.184,-19848.649999999965,11560.2368
121,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,10624.518,-19188.330000000013,11854.492300000004
122,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,10660.254,-19189.2599999996,12098.022400000002
123,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,10415.124,-24585.79999999983,11975.242400000005
124,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,11774.428,-27091.939999999704,13689.00129999999
125,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,12483.042,-17794.85999999854,15269.965700000002
126,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,13042.814,-27231.979999998137,15669.713299999992
127,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,12691.48,-13743.710000000528,14583.798000000008
128,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,12201.464,-9529.699999999571,14402.240899999986
129,150,90x45矩形,1500,400,0.5,4000,4034.83,269.6,59.86,1,11696.616,-7141.95999999956,14610.199299999997
130,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,7835.73,-19828.82000000003,7012.793000000001
131,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,9312.234,-26957.079999999067,8718.128400000001
132,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,10034.766,-23715.710000000105,10913.661700000002
133,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,9597.416,-29364.210000001025,8690.180599999996
134,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,9649.048,-25668.209999999108,8540.901800000001
135,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,9675.32,-25174.04000000045,8566.662999999988
136,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,10317.632,-34499.829999999136,9116.87150000001
137,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,10621.544,-31892.010000002665,9590.126899999988
138,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,10410.87,-22026.61000000412,9771.569000000009
139,150,90x45矩形,1500,700,0.5,4000,4034.83,269.6,59.86,1,9975.712,-12051.25999999935,10286.058699999989
150,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,9594.918,-23276.39000000008,12828.245900000002
151,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,9977.166,-23377.63000000024,15024.249000000003
152,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,10039.81,-20325.67999999981,14212.946499999998
153,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,11073.682,-1382.0999999999494,19195.973999999995
154,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,11619.5,-1624.599999999985,20691.711
155,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,12592.504,-638.6199999999565,21902.062
156,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,12852.32,-407.2600000000017,24130.81150000001
157,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,12253.438,6.783352841872591e-12,20184.377000000008
158,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,11953.218,6.813453259933631e-12,21219.657199999983
159,150,90x45矩形,1500,400,1.0,4000,4034.83,269.6,59.86,1,11589.22,6.664022519677949e-12,21531.328
160,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,9671.008,-22739.21999999985,10050.8539
161,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,10681.538,-12788.510000000044,14316.1012
162,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,10871.63,-13558.58999999983,14777.031
163,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,10942.102,-13801.89999999964,14329.297799999998
164,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,11201.502,-2319.279999999925,15569.290300000008
165,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,11936.668,-2655.1499999999824,17098.7482
166,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,12543.082,-9931.769999999637,18205.943000000003
167,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,12494.738,-442.1099999999839,18736.382500000007
168,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,12232.068,6.8513333323775115e-12,16499.252600000007
169,150,90x45矩形,1500,700,1.0,4000,4034.83,269.6,59.86,1,12092.788,9.054434843398056e-12,18209.2906
180,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,0,6487.238,-16054.559999999934,7195.625499999999
181,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,0,6764.898,-15560.820000000063,8357.091799999998
182,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,0,6922.548,-16963.489999999147,7893.398499999997
183,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,0,7243.414,-15886.649999999883,8757.807400000002
184,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,1,8104.262000000001,-22334.41999999878,9663.619500000012
185,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,0,9394.282,-21283.560000000896,13897.123199999987
186,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,0,8874.578,-23422.639999998628,10323.188999999997
187,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,0,9033.762,-27883.259999999496,10956.593700000018
188,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,0,9444.496,-20556.26999999889,11536.343499999995
189,150,90x45矩形,2000,400,0.5,4000,4034.83,269.6,59.86,0,9497.91,-26277.97000000135,11715.973500000016
190,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,6909.152,-17509.050000000065,6134.4813
191,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,6920.474,-16296.919999999884,6517.761399999996
192,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,7832.534000000001,-18386.920000001097,7088.991899999998
193,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,9133.936,-23483.930000000357,8998.637700000001
194,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,9243.784,-25242.08999999952,8941.4263
195,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,9273.652,-23668.8700000008,8758.858500000006
196,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,9248.338,-19714.990000000093,8706.143799999993
197,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,9212.62,-29242.289999998746,8804.236000000003
198,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,9335.03,-23567.120000000967,8808.9725
199,150,90x45矩形,2000,700,0.5,4000,4034.83,269.6,59.86,0,9596.774,-23311.8699999993,9634.3159
210,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,0,6680.73,-486.3800000000044,9282.8105
211,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,0,8368.336000000001,-2090.869999999996,11575.5714
212,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,0,8862.162,-950.2200000000322,12893.456800000002
213,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,0,9231.044,-636.8500000000005,13099.881700000002
214,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,0,9312.734,-424.160000000025,13470.519600000003
215,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,1,9245.924,-600.8500000000046,13192.932299999997
216,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,1,9321.94,-362.2199999999864,13208.03149999999
217,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,1,9391.934,-992.980000000027,13329.764699999983
218,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,1,9708.73,-474.2600000000339,14514.68099999999
219,150,90x45矩形,2000,400,1.0,4000,4034.83,269.6,59.86,1,10034.332,-536.619999999997,13800.680400000005
240,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,7718.266,-365.8399999999955,14540.7856
241,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,9203.034,-1293.810000000005,17460.4242
242,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,9457.038,-1133.6499999999735,18479.614099999995
243,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,9571.74,-254.9699999999891,18090.485000000008
244,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,9625.48,-700.1000000000106,18300.289
245,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,9399.892,-640.379999999969,17630.522399999987
246,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,9460.328,-622.7899999999989,17571.150600000004
247,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,9615.696,-1270.0099999999702,17735.139700000014
248,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,10070.762,-3217.3600000004467,18023.115100000025
249,150,90x50六角形,1500,400,0.5,8000,2830.54,209.57,54.03,1,10457.524,-929.5299999999968,20408.454200000007
250,150,90x50六角形,1500,700,0.5,8000,2830.54,209.57,54.03,1,10254.76,-3522.369999999975,13890.9355
